physician_id,segment,specialty,region,formulary_tier,adoption_status,adoption_rate_pct,adopted_therapy,patient_panel_size,adopted_patients_est,untapped_patients_est,rep_visit_frequency_q,rep_coverage_band,digital_engagement_score,engagement_band,peer_influence_score,competitor_loyalty_score,patient_oop_cost_estimate,cost_band,pct_medicare_patients,years_in_practice,tenure_band
PHY100565,"White Space (High Potential, Under-Engaged)",Primary Care,South,2 - Standard,Not adopted,5.2,0,234.0,12.0,222.0,2,Medium (2-3/qtr),57.3,Medium,32.2,68.3,22.0,Low ($0-50),58.8,15.0,Mid (6-15 yrs)
PHY100566,"White Space (High Potential, Under-Engaged)",Primary Care,Northeast,1 - Preferred (low copay),Not adopted,5.9,0,228.0,13.0,215.0,4,High (4+/qtr),54.1,Medium,61.3,65.9,50.0,Low ($0-50),41.4,29.0,Senior (16+ yrs)
PHY100567,Access-Constrained,Cardiology,Northeast,3 - Restricted (high copay),Not adopted,3.5,0,197.0,7.0,190.0,7,High (4+/qtr),84.4,High,37.5,56.1,156.0,High ($100+),47.5,10.0,Mid (6-15 yrs)
PHY100568,"White Space (High Potential, Under-Engaged)",Endocrinology,Northeast,2 - Standard,Not adopted,13.1,0,99.0,13.0,86.0,1,Low (0-1/qtr),59.9,Medium,44.6,64.5,77.0,Medium ($50-100),42.2,17.0,Senior (16+ yrs)
PHY100569,Access-Constrained,Primary Care,Midwest,3 - Restricted (high copay),Not adopted,35.8,0,161.0,58.0,103.0,5,High (4+/qtr),79.2,High,67.5,77.5,112.0,High ($100+),41.7,21.0,Senior (16+ yrs)
PHY100570,"White Space (High Potential, Under-Engaged)",Endocrinology,Northeast,1 - Preferred (low copay),Adopted,14.9,1,135.0,20.0,115.0,2,Medium (2-3/qtr),42.1,Medium,39.1,58.5,79.0,Medium ($50-100),27.0,15.0,Mid (6-15 yrs)
PHY100571,Access-Constrained,Internal Medicine,West,2 - Standard,Not adopted,6.1,0,232.0,14.0,218.0,1,Low (0-1/qtr),33.7,Medium,10.7,13.3,42.0,Low ($0-50),48.5,30.0,Senior (16+ yrs)
PHY100572,Access-Constrained,Primary Care,Midwest,3 - Restricted (high copay),Not adopted,0.8,0,251.0,2.0,249.0,2,Medium (2-3/qtr),45.0,Medium,24.0,39.4,112.0,High ($100+),80.7,11.0,Mid (6-15 yrs)
PHY100573,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,1.4,0,243.0,3.0,240.0,1,Low (0-1/qtr),24.5,Low,50.2,63.9,87.0,Medium ($50-100),32.4,16.0,Senior (16+ yrs)
PHY100574,Access-Constrained,Internal Medicine,West,1 - Preferred (low copay),Not adopted,4.9,0,135.0,7.0,128.0,0,Low (0-1/qtr),60.6,Medium,12.7,37.5,107.0,High ($100+),39.1,8.0,Mid (6-15 yrs)
PHY100575,"White Space (High Potential, Under-Engaged)",Primary Care,Northeast,1 - Preferred (low copay),Not adopted,3.8,0,30.0,1.0,29.0,3,Medium (2-3/qtr),41.5,Medium,44.1,82.4,29.0,Low ($0-50),31.3,12.0,Mid (6-15 yrs)
PHY100576,Advocates (High Adopters),Internal Medicine,South,1 - Preferred (low copay),Not adopted,6.9,0,74.0,5.0,69.0,7,High (4+/qtr),35.2,Medium,22.2,48.7,50.0,Low ($0-50),30.7,16.0,Senior (16+ yrs)
PHY100577,"White Space (High Potential, Under-Engaged)",Primary Care,West,2 - Standard,Not adopted,6.3,0,265.0,17.0,248.0,3,Medium (2-3/qtr),61.0,Medium,82.8,51.7,62.0,Medium ($50-100),61.2,20.0,Senior (16+ yrs)
PHY100578,Advocates (High Adopters),Internal Medicine,South,2 - Standard,Not adopted,16.9,0,156.0,26.0,130.0,5,High (4+/qtr),24.8,Low,93.3,72.5,59.0,Medium ($50-100),27.9,16.0,Senior (16+ yrs)
PHY100579,Advocates (High Adopters),Endocrinology,Midwest,1 - Preferred (low copay),Adopted,12.7,1,135.0,17.0,118.0,4,High (4+/qtr),67.0,High,28.8,46.3,88.0,Medium ($50-100),30.9,23.0,Senior (16+ yrs)
PHY100580,Access-Constrained,Primary Care,Midwest,2 - Standard,Not adopted,5.0,0,279.0,14.0,265.0,3,Medium (2-3/qtr),39.5,Medium,55.1,53.5,86.0,Medium ($50-100),14.2,13.0,Mid (6-15 yrs)
PHY100581,"White Space (High Potential, Under-Engaged)",Primary Care,Northeast,1 - Preferred (low copay),Not adopted,8.2,0,256.0,21.0,235.0,2,Medium (2-3/qtr),75.5,High,30.8,68.0,46.0,Low ($0-50),26.6,12.0,Mid (6-15 yrs)
PHY100582,Access-Constrained,Cardiology,South,2 - Standard,Not adopted,11.2,0,181.0,20.0,161.0,3,Medium (2-3/qtr),41.4,Medium,43.8,20.6,72.0,Medium ($50-100),12.4,33.0,Senior (16+ yrs)
PHY100583,Advocates (High Adopters),Endocrinology,West,2 - Standard,Not adopted,27.6,0,162.0,45.0,117.0,6,High (4+/qtr),63.9,Medium,86.1,44.3,71.0,Medium ($50-100),47.5,17.0,Senior (16+ yrs)
PHY100584,Advocates (High Adopters),Internal Medicine,West,1 - Preferred (low copay),Not adopted,8.3,0,172.0,14.0,158.0,7,High (4+/qtr),54.0,Medium,40.7,66.6,48.0,Low ($0-50),80.0,9.0,Mid (6-15 yrs)
PHY100585,"White Space (High Potential, Under-Engaged)",Primary Care,Northeast,1 - Preferred (low copay),Not adopted,8.2,0,194.0,16.0,178.0,2,Medium (2-3/qtr),66.4,High,44.3,51.3,28.0,Low ($0-50),32.5,9.0,Mid (6-15 yrs)
PHY100586,Advocates (High Adopters),Cardiology,South,1 - Preferred (low copay),Not adopted,12.1,0,276.0,33.0,243.0,5,High (4+/qtr),52.4,Medium,31.1,79.3,54.0,Medium ($50-100),13.0,7.0,Mid (6-15 yrs)
PHY100587,"White Space (High Potential, Under-Engaged)",Endocrinology,Midwest,1 - Preferred (low copay),Not adopted,10.3,0,205.0,21.0,184.0,1,Low (0-1/qtr),13.4,Low,72.9,18.5,51.0,Medium ($50-100),51.5,21.0,Senior (16+ yrs)
PHY100588,Access-Constrained,Cardiology,West,2 - Standard,Not adopted,19.7,0,224.0,44.0,180.0,4,High (4+/qtr),72.2,High,0.0,16.2,66.0,Medium ($50-100),27.1,11.0,Mid (6-15 yrs)
PHY100589,"White Space (High Potential, Under-Engaged)",Cardiology,Northeast,1 - Preferred (low copay),Not adopted,6.8,0,250.0,17.0,233.0,0,Low (0-1/qtr),48.1,Medium,41.1,65.4,64.0,Medium ($50-100),57.5,15.0,Mid (6-15 yrs)
PHY100590,"White Space (High Potential, Under-Engaged)",Internal Medicine,West,1 - Preferred (low copay),Not adopted,8.0,0,110.0,9.0,101.0,3,Medium (2-3/qtr),67.4,High,49.1,67.3,66.0,Medium ($50-100),33.8,14.0,Mid (6-15 yrs)
PHY100591,Access-Constrained,Primary Care,West,3 - Restricted (high copay),Not adopted,2.6,0,225.0,6.0,219.0,3,Medium (2-3/qtr),65.2,Medium,36.8,46.1,96.0,Medium ($50-100),28.5,19.0,Senior (16+ yrs)
PHY100592,Access-Constrained,Endocrinology,Northeast,3 - Restricted (high copay),Not adopted,6.9,0,162.0,11.0,151.0,1,Low (0-1/qtr),33.0,Low,67.3,58.0,106.0,High ($100+),35.3,8.0,Mid (6-15 yrs)
PHY100593,"White Space (High Potential, Under-Engaged)",Primary Care,Northeast,1 - Preferred (low copay),Not adopted,2.1,0,30.0,1.0,29.0,2,Medium (2-3/qtr),29.9,Low,74.0,64.9,114.0,High ($100+),49.4,6.0,Mid (6-15 yrs)
PHY100594,Access-Constrained,Cardiology,West,2 - Standard,Not adopted,5.8,0,52.0,3.0,49.0,4,High (4+/qtr),64.4,Medium,21.8,33.7,138.0,High ($100+),34.6,16.0,Senior (16+ yrs)
PHY100595,Advocates (High Adopters),Endocrinology,Northeast,2 - Standard,Adopted,28.2,1,119.0,34.0,85.0,5,High (4+/qtr),43.3,Medium,91.9,35.9,59.0,Medium ($50-100),30.5,18.0,Senior (16+ yrs)
PHY100596,Access-Constrained,Primary Care,South,3 - Restricted (high copay),Not adopted,2.9,0,212.0,6.0,206.0,2,Medium (2-3/qtr),70.6,High,21.5,53.8,87.0,Medium ($50-100),35.0,16.0,Senior (16+ yrs)
PHY100597,Access-Constrained,Primary Care,West,3 - Restricted (high copay),Not adopted,6.1,0,187.0,11.0,176.0,4,High (4+/qtr),46.1,Medium,75.8,68.1,84.0,Medium ($50-100),18.9,8.0,Mid (6-15 yrs)
PHY100598,"White Space (High Potential, Under-Engaged)",Internal Medicine,South,1 - Preferred (low copay),Not adopted,16.0,0,191.0,31.0,160.0,3,Medium (2-3/qtr),72.5,High,53.0,26.7,86.0,Medium ($50-100),44.0,19.0,Senior (16+ yrs)
PHY100599,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,1 - Preferred (low copay),Not adopted,12.2,0,297.0,36.0,261.0,3,Medium (2-3/qtr),59.3,Medium,39.9,46.0,50.0,Low ($0-50),11.2,9.0,Mid (6-15 yrs)
PHY100600,Access-Constrained,Primary Care,Midwest,2 - Standard,Not adopted,4.5,0,104.0,5.0,99.0,3,Medium (2-3/qtr),56.3,Medium,41.8,45.1,91.0,Medium ($50-100),31.3,10.0,Mid (6-15 yrs)
PHY100601,Access-Constrained,Primary Care,Northeast,3 - Restricted (high copay),Not adopted,0.5,0,178.0,1.0,177.0,1,Low (0-1/qtr),41.8,Medium,49.3,58.4,160.0,High ($100+),49.4,7.0,Mid (6-15 yrs)
PHY100602,Access-Constrained,Internal Medicine,West,3 - Restricted (high copay),Not adopted,1.3,0,198.0,3.0,195.0,2,Medium (2-3/qtr),55.1,Medium,54.2,49.8,110.0,High ($100+),42.5,23.0,Senior (16+ yrs)
PHY100603,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,1 - Preferred (low copay),Not adopted,14.7,0,136.0,20.0,116.0,1,Low (0-1/qtr),76.2,High,31.6,39.1,78.0,Medium ($50-100),46.9,18.0,Senior (16+ yrs)
PHY100604,Access-Constrained,Internal Medicine,Northeast,2 - Standard,Not adopted,5.9,0,182.0,11.0,171.0,3,Medium (2-3/qtr),48.8,Medium,45.3,75.0,98.0,Medium ($50-100),37.0,18.0,Senior (16+ yrs)
PHY100605,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,1 - Preferred (low copay),Not adopted,6.1,0,84.0,5.0,79.0,1,Low (0-1/qtr),61.7,Medium,34.6,39.2,45.0,Low ($0-50),55.5,23.0,Senior (16+ yrs)
PHY100606,Access-Constrained,Internal Medicine,West,2 - Standard,Not adopted,3.4,0,265.0,9.0,256.0,4,High (4+/qtr),51.0,Medium,25.7,44.2,111.0,High ($100+),51.9,34.0,Senior (16+ yrs)
PHY100607,Access-Constrained,Cardiology,Northeast,3 - Restricted (high copay),Not adopted,5.0,0,139.0,7.0,132.0,4,High (4+/qtr),52.7,Medium,33.7,18.2,89.0,Medium ($50-100),44.7,2.0,Early (0-5 yrs)
PHY100608,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,3.6,0,302.0,11.0,291.0,6,High (4+/qtr),87.9,High,27.0,35.7,118.0,High ($100+),51.9,9.0,Mid (6-15 yrs)
PHY100609,Advocates (High Adopters),Primary Care,South,1 - Preferred (low copay),Not adopted,7.5,0,178.0,13.0,165.0,5,High (4+/qtr),76.4,High,41.6,60.3,45.0,Low ($0-50),49.3,10.0,Mid (6-15 yrs)
PHY100610,"White Space (High Potential, Under-Engaged)",Primary Care,West,2 - Standard,Not adopted,4.4,0,242.0,11.0,231.0,3,Medium (2-3/qtr),51.7,Medium,58.6,56.4,73.0,Medium ($50-100),31.4,8.0,Mid (6-15 yrs)
PHY100611,"White Space (High Potential, Under-Engaged)",Primary Care,West,2 - Standard,Not adopted,7.0,0,177.0,12.0,165.0,3,Medium (2-3/qtr),54.7,Medium,52.4,62.0,58.0,Medium ($50-100),17.8,6.0,Mid (6-15 yrs)
PHY100612,Access-Constrained,Internal Medicine,West,3 - Restricted (high copay),Not adopted,1.7,0,178.0,3.0,175.0,1,Low (0-1/qtr),34.6,Medium,89.5,61.0,87.0,Medium ($50-100),44.3,12.0,Mid (6-15 yrs)
PHY100613,Advocates (High Adopters),Internal Medicine,West,2 - Standard,Not adopted,2.1,0,145.0,3.0,142.0,6,High (4+/qtr),46.2,Medium,5.8,91.8,74.0,Medium ($50-100),46.2,5.0,Early (0-5 yrs)
PHY100614,Access-Constrained,Endocrinology,Northeast,3 - Restricted (high copay),Not adopted,26.1,0,187.0,49.0,138.0,4,High (4+/qtr),56.8,Medium,59.4,35.0,49.0,Low ($0-50),54.4,16.0,Senior (16+ yrs)
PHY100615,"White Space (High Potential, Under-Engaged)",Primary Care,West,1 - Preferred (low copay),Not adopted,46.5,0,199.0,93.0,106.0,3,Medium (2-3/qtr),68.7,High,50.1,17.6,54.0,Medium ($50-100),24.0,14.0,Mid (6-15 yrs)
PHY100616,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Not adopted,24.1,0,133.0,32.0,101.0,1,Low (0-1/qtr),66.5,High,66.3,29.0,47.0,Low ($0-50),24.4,17.0,Senior (16+ yrs)
PHY100617,Advocates (High Adopters),Endocrinology,South,2 - Standard,Not adopted,3.0,0,172.0,5.0,167.0,4,High (4+/qtr),25.6,Low,64.3,35.9,105.0,High ($100+),44.9,18.0,Senior (16+ yrs)
PHY100618,"White Space (High Potential, Under-Engaged)",Cardiology,West,1 - Preferred (low copay),Not adopted,33.9,0,143.0,48.0,95.0,2,Medium (2-3/qtr),71.5,High,46.7,30.5,71.0,Medium ($50-100),36.9,18.0,Senior (16+ yrs)
PHY100619,Advocates (High Adopters),Cardiology,West,1 - Preferred (low copay),Not adopted,28.0,0,318.0,89.0,229.0,5,High (4+/qtr),48.0,Medium,53.5,51.9,42.0,Low ($0-50),9.7,11.0,Mid (6-15 yrs)
PHY100620,Advocates (High Adopters),Primary Care,South,2 - Standard,Not adopted,3.6,0,175.0,6.0,169.0,6,High (4+/qtr),28.3,Low,35.1,75.1,74.0,Medium ($50-100),43.6,29.0,Senior (16+ yrs)
PHY100621,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Not adopted,36.2,0,273.0,99.0,174.0,1,Low (0-1/qtr),79.4,High,62.3,80.8,54.0,Medium ($50-100),10.2,16.0,Senior (16+ yrs)
PHY100622,"White Space (High Potential, Under-Engaged)",Internal Medicine,Midwest,1 - Preferred (low copay),Adopted,3.7,1,168.0,6.0,162.0,2,Medium (2-3/qtr),82.2,High,12.4,60.1,97.0,Medium ($50-100),23.8,1.0,Early (0-5 yrs)
PHY100623,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,1 - Preferred (low copay),Not adopted,1.8,0,196.0,4.0,192.0,2,Medium (2-3/qtr),55.8,Medium,65.5,92.8,39.0,Low ($0-50),58.3,7.0,Mid (6-15 yrs)
PHY100624,"White Space (High Potential, Under-Engaged)",Internal Medicine,Midwest,1 - Preferred (low copay),Not adopted,9.0,0,101.0,9.0,92.0,2,Medium (2-3/qtr),65.6,Medium,49.5,42.9,42.0,Low ($0-50),65.4,2.0,Early (0-5 yrs)
PHY100625,Access-Constrained,Primary Care,Midwest,3 - Restricted (high copay),Not adopted,7.9,0,153.0,12.0,141.0,4,High (4+/qtr),66.9,High,40.3,17.3,82.0,Medium ($50-100),19.8,14.0,Mid (6-15 yrs)
PHY100626,Access-Constrained,Primary Care,Northeast,3 - Restricted (high copay),Not adopted,2.8,0,193.0,5.0,188.0,0,Low (0-1/qtr),80.7,High,45.3,71.1,73.0,Medium ($50-100),33.1,13.0,Mid (6-15 yrs)
PHY100627,Advocates (High Adopters),Cardiology,Northeast,1 - Preferred (low copay),Not adopted,22.9,0,275.0,63.0,212.0,5,High (4+/qtr),66.0,Medium,46.8,13.2,68.0,Medium ($50-100),38.6,11.0,Mid (6-15 yrs)
PHY100628,Access-Constrained,Primary Care,South,3 - Restricted (high copay),Not adopted,0.8,0,193.0,2.0,191.0,2,Medium (2-3/qtr),20.8,Low,75.9,34.9,115.0,High ($100+),64.7,28.0,Senior (16+ yrs)
PHY100629,Access-Constrained,Internal Medicine,Midwest,2 - Standard,Adopted,28.0,1,263.0,74.0,189.0,5,High (4+/qtr),94.2,High,100.0,60.4,117.0,High ($100+),30.6,18.0,Senior (16+ yrs)
PHY100630,Access-Constrained,Internal Medicine,West,3 - Restricted (high copay),Not adopted,3.5,0,218.0,8.0,210.0,3,Medium (2-3/qtr),73.4,High,74.4,48.0,136.0,High ($100+),30.8,19.0,Senior (16+ yrs)
PHY100631,Access-Constrained,Internal Medicine,South,2 - Standard,Not adopted,2.1,0,278.0,6.0,272.0,2,Medium (2-3/qtr),38.8,Medium,38.7,46.2,145.0,High ($100+),61.2,7.0,Mid (6-15 yrs)
PHY100632,Advocates (High Adopters),Cardiology,Northeast,1 - Preferred (low copay),Adopted,22.9,1,176.0,40.0,136.0,3,Medium (2-3/qtr),27.3,Low,62.6,26.4,58.0,Medium ($50-100),32.4,7.0,Mid (6-15 yrs)
PHY100633,"White Space (High Potential, Under-Engaged)",Endocrinology,Northeast,2 - Standard,Not adopted,7.9,0,323.0,26.0,297.0,1,Low (0-1/qtr),61.1,Medium,63.5,49.8,78.0,Medium ($50-100),48.8,14.0,Mid (6-15 yrs)
PHY100634,Access-Constrained,Cardiology,Northeast,3 - Restricted (high copay),Adopted,1.0,1,151.0,2.0,149.0,0,Low (0-1/qtr),43.9,Medium,31.5,70.1,77.0,Medium ($50-100),15.8,15.0,Mid (6-15 yrs)
PHY100635,Access-Constrained,Cardiology,West,2 - Standard,Not adopted,5.9,0,134.0,8.0,126.0,3,Medium (2-3/qtr),57.3,Medium,24.8,50.4,102.0,High ($100+),35.4,1.0,Early (0-5 yrs)
PHY100636,Access-Constrained,Primary Care,Northeast,2 - Standard,Adopted,7.4,1,107.0,8.0,99.0,2,Medium (2-3/qtr),66.4,High,48.7,33.4,88.0,Medium ($50-100),13.1,13.0,Mid (6-15 yrs)
PHY100637,Advocates (High Adopters),Primary Care,South,1 - Preferred (low copay),Not adopted,30.9,0,320.0,99.0,221.0,5,High (4+/qtr),37.5,Medium,66.2,25.0,76.0,Medium ($50-100),22.2,14.0,Mid (6-15 yrs)
PHY100638,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,1.5,0,229.0,3.0,226.0,1,Low (0-1/qtr),25.4,Low,17.8,33.8,57.0,Medium ($50-100),50.6,12.0,Mid (6-15 yrs)
PHY100639,Access-Constrained,Internal Medicine,West,3 - Restricted (high copay),Not adopted,1.9,0,160.0,3.0,157.0,4,High (4+/qtr),58.5,Medium,35.6,57.8,119.0,High ($100+),37.3,8.0,Mid (6-15 yrs)
PHY100640,Advocates (High Adopters),Primary Care,Northeast,2 - Standard,Not adopted,2.4,0,255.0,6.0,249.0,4,High (4+/qtr),38.3,Medium,61.5,56.9,90.0,Medium ($50-100),33.2,10.0,Mid (6-15 yrs)
PHY100641,Access-Constrained,Internal Medicine,Northeast,2 - Standard,Not adopted,5.1,0,221.0,11.0,210.0,2,Medium (2-3/qtr),53.2,Medium,50.8,34.0,88.0,Medium ($50-100),26.8,13.0,Mid (6-15 yrs)
PHY100642,Access-Constrained,Cardiology,Northeast,2 - Standard,Not adopted,18.0,0,298.0,54.0,244.0,2,Medium (2-3/qtr),20.4,Low,78.3,5.8,68.0,Medium ($50-100),34.7,15.0,Mid (6-15 yrs)
PHY100643,Access-Constrained,Endocrinology,Northeast,2 - Standard,Not adopted,5.2,0,87.0,5.0,82.0,2,Medium (2-3/qtr),44.5,Medium,21.8,58.4,115.0,High ($100+),42.5,18.0,Senior (16+ yrs)
PHY100644,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,7.7,0,164.0,13.0,151.0,3,Medium (2-3/qtr),65.7,Medium,97.0,32.0,136.0,High ($100+),52.7,22.0,Senior (16+ yrs)
PHY100645,Access-Constrained,Internal Medicine,South,3 - Restricted (high copay),Not adopted,1.8,0,152.0,3.0,149.0,2,Medium (2-3/qtr),63.3,Medium,19.2,63.8,82.0,Medium ($50-100),5.0,12.0,Mid (6-15 yrs)
PHY100646,Access-Constrained,Cardiology,West,3 - Restricted (high copay),Not adopted,1.5,0,62.0,1.0,61.0,4,High (4+/qtr),32.7,Low,9.4,34.9,128.0,High ($100+),25.5,11.0,Mid (6-15 yrs)
PHY100647,Advocates (High Adopters),Primary Care,South,2 - Standard,Not adopted,8.9,0,244.0,22.0,222.0,4,High (4+/qtr),24.3,Low,48.8,30.2,13.0,Low ($0-50),40.4,17.0,Senior (16+ yrs)
PHY100648,Access-Constrained,Primary Care,South,2 - Standard,Not adopted,4.8,0,164.0,8.0,156.0,3,Medium (2-3/qtr),50.3,Medium,27.3,53.1,102.0,High ($100+),36.5,18.0,Senior (16+ yrs)
PHY100649,Advocates (High Adopters),Cardiology,Northeast,2 - Standard,Not adopted,9.7,0,224.0,22.0,202.0,5,High (4+/qtr),62.3,Medium,49.2,97.2,38.0,Low ($0-50),44.1,11.0,Mid (6-15 yrs)
PHY100650,"White Space (High Potential, Under-Engaged)",Primary Care,West,1 - Preferred (low copay),Not adopted,6.6,0,322.0,21.0,301.0,2,Medium (2-3/qtr),58.9,Medium,48.5,65.0,47.0,Low ($0-50),42.0,20.0,Senior (16+ yrs)
PHY100651,"White Space (High Potential, Under-Engaged)",Internal Medicine,South,1 - Preferred (low copay),Not adopted,20.7,0,159.0,33.0,126.0,4,High (4+/qtr),38.7,Medium,46.1,52.7,27.0,Low ($0-50),33.4,21.0,Senior (16+ yrs)
PHY100652,"White Space (High Potential, Under-Engaged)",Primary Care,West,1 - Preferred (low copay),Not adopted,16.4,0,155.0,25.0,130.0,1,Low (0-1/qtr),56.6,Medium,33.2,57.2,55.0,Medium ($50-100),30.1,23.0,Senior (16+ yrs)
PHY100653,Access-Constrained,Endocrinology,West,2 - Standard,Adopted,45.9,1,187.0,86.0,101.0,3,Medium (2-3/qtr),83.1,High,58.7,15.0,106.0,High ($100+),34.3,26.0,Senior (16+ yrs)
PHY100654,Advocates (High Adopters),Internal Medicine,Midwest,1 - Preferred (low copay),Adopted,25.2,1,239.0,60.0,179.0,5,High (4+/qtr),54.5,Medium,43.7,27.6,14.0,Low ($0-50),55.2,8.0,Mid (6-15 yrs)
PHY100655,Access-Constrained,Endocrinology,Northeast,2 - Standard,Not adopted,18.5,0,146.0,27.0,119.0,2,Medium (2-3/qtr),14.1,Low,72.1,0.0,76.0,Medium ($50-100),27.0,14.0,Mid (6-15 yrs)
PHY100656,Access-Constrained,Internal Medicine,Northeast,3 - Restricted (high copay),Not adopted,1.1,0,142.0,2.0,140.0,1,Low (0-1/qtr),54.5,Medium,46.4,84.6,97.0,Medium ($50-100),37.1,14.0,Mid (6-15 yrs)
PHY100657,Advocates (High Adopters),Endocrinology,Midwest,1 - Preferred (low copay),Not adopted,16.9,0,243.0,41.0,202.0,5,High (4+/qtr),95.0,High,30.7,80.5,100.0,Medium ($50-100),40.8,13.0,Mid (6-15 yrs)
PHY100658,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,0.4,0,203.0,1.0,202.0,1,Low (0-1/qtr),21.7,Low,16.2,57.9,96.0,Medium ($50-100),61.4,9.0,Mid (6-15 yrs)
PHY100659,Access-Constrained,Endocrinology,Midwest,3 - Restricted (high copay),Not adopted,7.4,0,57.0,4.0,53.0,4,High (4+/qtr),50.7,Medium,46.6,52.7,81.0,Medium ($50-100),33.5,4.0,Early (0-5 yrs)
PHY100660,Access-Constrained,Endocrinology,South,2 - Standard,Not adopted,6.6,0,106.0,7.0,99.0,2,Medium (2-3/qtr),45.0,Medium,24.6,19.0,73.0,Medium ($50-100),52.4,15.0,Mid (6-15 yrs)
PHY100661,Advocates (High Adopters),Internal Medicine,South,1 - Preferred (low copay),Not adopted,5.5,0,270.0,15.0,255.0,5,High (4+/qtr),52.1,Medium,23.0,45.6,99.0,Medium ($50-100),56.5,9.0,Mid (6-15 yrs)
PHY100662,Access-Constrained,Cardiology,Northeast,2 - Standard,Not adopted,2.7,0,204.0,6.0,198.0,3,Medium (2-3/qtr),54.3,Medium,60.5,85.8,103.0,High ($100+),37.0,15.0,Mid (6-15 yrs)
PHY100663,"White Space (High Potential, Under-Engaged)",Cardiology,Midwest,2 - Standard,Not adopted,7.2,0,134.0,10.0,124.0,2,Medium (2-3/qtr),75.1,High,14.4,52.6,62.0,Medium ($50-100),34.8,8.0,Mid (6-15 yrs)
PHY100664,Access-Constrained,Endocrinology,South,2 - Standard,Not adopted,5.2,0,170.0,9.0,161.0,1,Low (0-1/qtr),51.9,Medium,78.2,38.7,78.0,Medium ($50-100),33.1,6.0,Mid (6-15 yrs)
PHY100665,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Not adopted,24.5,0,181.0,44.0,137.0,4,High (4+/qtr),78.1,High,53.2,14.8,54.0,Medium ($50-100),34.2,16.0,Senior (16+ yrs)
PHY100666,"White Space (High Potential, Under-Engaged)",Internal Medicine,Midwest,2 - Standard,Not adopted,2.8,0,224.0,6.0,218.0,3,Medium (2-3/qtr),47.4,Medium,49.1,77.6,72.0,Medium ($50-100),50.8,15.0,Mid (6-15 yrs)
PHY100667,Advocates (High Adopters),Internal Medicine,Northeast,2 - Standard,Not adopted,7.5,0,99.0,7.0,92.0,4,High (4+/qtr),42.3,Medium,29.3,48.6,42.0,Low ($0-50),41.5,18.0,Senior (16+ yrs)
PHY100668,Advocates (High Adopters),Endocrinology,South,1 - Preferred (low copay),Adopted,64.5,1,130.0,84.0,46.0,4,High (4+/qtr),35.3,Medium,65.3,14.9,43.0,Low ($0-50),41.5,29.0,Senior (16+ yrs)
PHY100669,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,2.1,0,196.0,4.0,192.0,0,Low (0-1/qtr),10.0,Low,49.9,31.5,120.0,High ($100+),21.1,16.0,Senior (16+ yrs)
PHY100670,"White Space (High Potential, Under-Engaged)",Cardiology,West,1 - Preferred (low copay),Not adopted,36.0,0,174.0,63.0,111.0,1,Low (0-1/qtr),56.1,Medium,36.3,24.4,50.0,Low ($0-50),23.5,17.0,Senior (16+ yrs)
PHY100671,Advocates (High Adopters),Primary Care,Northeast,2 - Standard,Not adopted,21.6,0,214.0,46.0,168.0,6,High (4+/qtr),95.2,High,54.0,47.4,82.0,Medium ($50-100),70.2,6.0,Mid (6-15 yrs)
PHY100672,Access-Constrained,Internal Medicine,Northeast,3 - Restricted (high copay),Not adopted,3.0,0,106.0,3.0,103.0,2,Medium (2-3/qtr),60.1,Medium,16.3,54.1,114.0,High ($100+),35.3,5.0,Early (0-5 yrs)
PHY100673,Access-Constrained,Primary Care,South,1 - Preferred (low copay),Not adopted,15.2,0,201.0,31.0,170.0,3,Medium (2-3/qtr),65.1,Medium,17.3,39.9,115.0,High ($100+),26.4,25.0,Senior (16+ yrs)
PHY100674,Advocates (High Adopters),Primary Care,South,2 - Standard,Not adopted,1.7,0,245.0,4.0,241.0,7,High (4+/qtr),40.9,Medium,27.6,65.5,85.0,Medium ($50-100),59.5,8.0,Mid (6-15 yrs)
PHY100675,Access-Constrained,Endocrinology,South,2 - Standard,Not adopted,2.6,0,209.0,5.0,204.0,1,Low (0-1/qtr),44.6,Medium,57.0,51.6,112.0,High ($100+),42.2,7.0,Mid (6-15 yrs)
PHY100676,Advocates (High Adopters),Internal Medicine,Midwest,2 - Standard,Not adopted,7.4,0,188.0,14.0,174.0,5,High (4+/qtr),71.7,High,49.9,71.2,70.0,Medium ($50-100),46.7,14.0,Mid (6-15 yrs)
PHY100677,Access-Constrained,Primary Care,West,3 - Restricted (high copay),Not adopted,9.0,0,174.0,16.0,158.0,1,Low (0-1/qtr),94.2,High,71.0,42.9,104.0,High ($100+),35.9,13.0,Mid (6-15 yrs)
